PL17_4_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_5_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_6_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_7_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_8_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_9_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_10_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_11_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_12_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_13_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_14_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_15_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_16_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_17_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
