Filename	URN	Title	Author	Editor	Publisher	Publication Year
PL5_0_SIXT.xml		Epistolae Dubiae	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL5_12_EPI.xml		Epistolae Dubiae	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL5_4_CONC.xml		In Causa Dionysii Alexandrini de Sabellanismo Accustati	None	Jacques Paul Migne	Garnier	1844	[['div'], [('div', 'div')]]
PL5_10_DEC.xml		Epistolae Dubiae	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL5_3_EPIS.xml		Epistolae II Dionysii Episcopi ad SS Dionysium	None	Jacques Paul Migne	Garnier	1844	[['div'], [('div', 'div')]]
PL5_8_EUTY.xml		Exhortatio ad Presbyteros	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL5_9_SANC.xml		Epistola et Decreta Dubia	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL5_11_DE .xml		De decreto unico quo Caio adscribitur	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL4_1_ORAT.xml		Oratio Antiocheni Quam Sub Die Passionis Suae Dixit [Incerta]	None	Jacques Paul Migne	Garnier	1865	[['div']]
PL4_2_DE M.xml		De Montibus Sina et Sion Tractatus [Adscriptus]	None	Jacques Paul Migne	Garnier	1865	[['div']]
PL4_3_CŒNA.xml		Coena [Falso Inscripta]	None	Jacques Paul Migne	Garnier	1865	[['div']]
PL4_5_CARM.xml		Carmen de resurrectione mortuorum	None	Jacques Paul Migne	Garnier	1865	[['div']]
PL4_0_DE D.xml		De Duodecim Abusionibus Saeculi Tractatus [Adscriptus]	None	Jacques Paul Migne	Garnier	1865	[['div']]
PL4_4_DE R.xml		De Revelatione Capitis Beati Joannis Baptistae Tractatus         [Incertus]	None	Jacques Paul Migne	Garnier	1865	[['div']]
Deleted_textparts_from_PL4_4_DE R.xml		De Revelatione Capitis Beati Joannis Baptistae Tractatus [Incertus]	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL50_5_ANT.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_3_VIG.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_0_UNK.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_9_UNK.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_7_UNK.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_6_XYS.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_4_AMO.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_15_aE.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_12_SA.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_1_UNK.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_17_a .xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_10_SA.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_13_UN.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_11_SA.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_18_ME.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_14_UN.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_16_SA.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_2_.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL50_8_SEC.xml		Paucae Quaedam Sententiae Piam Interpretationem Desiderantes	None	Jacques Paul Migne	Garnier	1846	No citable units founds
PL75_5_SAN.xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'div'), ('div', 'div', 'p')], [('div', 'div', 'div', 'p')], [('div', 'div', 'div', 'p', 'div'), ('div', 'div', 'div', 'milestone', 'div'), ('div', 'div', 'p', 'milestone', 'p'), ('div', 'div', 'div', 'pb', 'div'), ('div', 'div', 'p', 'pb', 'p')]]
PL75_4_UNK.xml		None	None	None	None	None	No citable units founds
PL75_2_SAN.xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL75_3_TAB.xml		None	None	None	None	None	No citable units founds
PL75_1_SAN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL75_0_SAN.xml		None	None	None	None	None	[['p']]
PL14_1_SAN.xml		De Interpellatione Job Et David Liber Quatuor	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL14_2_SAN.xml		De Interpellatione Job Et David Liber Quatuor	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL14_0_SAN.xml		De Interpellatione Job Et David Liber Quatuor	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL52_6_SAN.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_1_APP.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_3_S. .xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_2_SAN.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_4_S. .xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_8_SAN.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_9_EJU.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_0_S. .xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_7_SAN.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_5_NIC.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL52_10_AP.xml		Sermones	None	Jacques Paul Migne	Garnier	1894	No citable units founds
PL32_5_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_14_RE.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_13_RE.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_12_PR.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_6_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_8_App.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_1_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_15_DE.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_7_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_10_PR.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_3_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_4_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_11_CA.xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_2_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_9_DE .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL32_0_S. .xml		Soliloquiorum Libri Duo	None	Jacques Paul Migne	Garnier	1877	No citable units founds
PL78_7_HYM.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_1_APP.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_5_OBS.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_3_SAN.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_2_NOT.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_0_SAN.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_8_IND.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_4_APP.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL78_6_SAN.xml		Liber Sacramentorum	None	Jacques Paul Migne	Garnier	1893	No citable units founds
PL39_1_UNK.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_7_App.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_0_S. .xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_4_App.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_2_SER.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_3_S. .xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_5_App.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_8_IND.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL39_6_App.xml		Sermones Ad Populum. Classis IIII. De Diversis	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL21_6_APO.xml		None	None	None	None	None	[['p']]
PL21_5_RUF.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL21_12_CO.xml		None	None	None	None	None	[['div']]
PL21_10_CO.xml		None	None	None	None	None	[['div']]
PL21_8_UNK.xml		None	None	None	None	None	No citable units founds
PL21_0_TYR.xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL21_3_HIS.xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL21_11_CO.xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL21_9_IN .xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL21_1_TYR.xml		None	None	None	None	None	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL21_4_.xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL21_13_CO.xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL21_2_COM.xml		None	None	None	None	None	[['p']]
PL21_7_EPI.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL21_15_LI.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL21_16_RU.xml		None	None	None	None	None	[['p']]
PL21_14_VI.xml		None	None	None	None	None	[['div']]
PL61_0_ANN.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_7_ÆGY.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_8_IN .xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_9_EXE.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_2_ANN.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_3_ANN.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_11_AU.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_12_S..xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_1_MER.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_4_EPI.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_5_INC.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_6_EXE.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL61_10_DR.xml		Carmen De Christo	None	Jacques Paul Migne	Garnier	1861	No citable units founds
PL49_0_EPI.xml		Epistolas Castoris Aptensis Episcopi ad Cassianum Abbatem Massiliensem	None	Jacques Paul Migne	Garnier	1874	No citable units founds
PL59_26_JO.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_4_CON.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_25_AN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_3_APP.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_13_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_33_M..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_30_AN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_1_APP.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_32_OR.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_8_QUO.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_19_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_10_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_11_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_16_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_23_CO.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_17_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_31_AN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_22_FR.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_27_EX.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_21_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_29_JU.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_20_AL.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_28_SA.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_7_ALC.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_9_SEN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_14_AP.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_18_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_15_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_0_GEL.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_5_a 1.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_12_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_6_a A.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_2_APP.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL59_24_SE.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL79_3_SAN.xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_2_DE .xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_5_SAN.xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_7_a A.xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_6_SAN.xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_0_SAN.xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_1_SAN.xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL79_4_DE .xml		In Librum Primum Regum Variarum Expositionum Libri Sex	None	Jacques Paul Migne	Garnier	1903	No citable units founds
PL71_14_VI.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_3_MON.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_11_SA.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_8_SAN.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_10_SA.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_13_HI.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_2_FRE.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_12_OP.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_0_S. .xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_4_FRA.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_15_AP.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_5_SAN.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_6_SAN.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_9_In .xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_7_SAN.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL71_1_UNK.xml		Historiae Ecclesiasticae Francorum Libri Decem	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL30_1_CAT.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_15_OM.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_9_In .xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_12_CO.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_7_CAN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_16_IN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_10_IN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_13_PR.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_0_.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_6_REG.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_11_S..xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_8_MAR.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_4_APP.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_14_CO.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_17_OR.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_5_EJU.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_2_AD .xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL30_3_REG.xml		Epistolae	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL17_8_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_15_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_17_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_12_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_10_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_14_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_22_EP.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_13_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_6_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_24_EX.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_41_OR.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_1_AD .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_32_LI.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_30_AP.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_23_PR.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_27_HE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_25_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_7_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_0_ELE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_16_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_9_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_40_HY.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_21_.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_29_EX.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_34_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_19_AD.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_4_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_36_EP.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_20_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_26_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_28_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_38_EP.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_31_AC.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_33_LI.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_39_AD.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_37_EX.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_2_COM.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_11_IN.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_5_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_35_PH.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_18_DE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_3_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL11_6_225.xml		Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL11_5_201.xml		Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL11_8_333.xml		Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL11_3_TES.xml		Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL11_4_TRA.xml		Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL11_7_326.xml		Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris	None	Jacques Paul Migne	Garnier	1845	No citable units founds
