Filename	URN	Title	Author	Editor	Publisher	Publication Year
PL13_26_UN.xml		None	None	None	None	None	No citable units founds
PL13_20_SE.xml		None	None	None	None	None	[['div']]
PL13_2_FAU.xml		None	None	None	None	None	No citable units founds
PL13_3_UNK.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_50_DU.xml		None	None	None	None	None	No citable units founds
PL13_14_TH.xml		None	None	None	None	None	[['p']]
PL13_13_AN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_29_FL.xml		None	None	None	None	None	No citable units founds
PL13_6_DE .xml		None	None	None	None	None	No citable units founds
PL13_8_APP.xml		None	None	None	None	None	[['p']]
PL13_18_MO.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_45_EP.xml		None	None	None	None	None	[['p']]
PL13_0_EPI.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_40_EP.xml		None	None	None	None	None	No citable units founds
PL13_12_AN.xml		None	None	None	None	None	[['div'], [('div', 'p'), ('div', 'div')]]
PL13_23_EX.xml		None	None	None	None	None	No citable units founds
PL13_19_SE.xml		None	None	None	None	None	[['div']]
PL13_21_CO.xml		None	None	None	None	None	No citable units founds
PL13_28_NA.xml		None	None	None	None	None	No citable units founds
PL13_47_EP.xml		None	None	None	None	None	[['p']]
PL13_15_UN.xml		None	None	None	None	None	[['div']]
PL13_41_EP.xml		None	None	None	None	None	[['p']]
PL13_30_LU.xml		None	None	None	None	None	No citable units founds
PL13_35_SA.xml		None	None	None	None	None	[['p']]
PL13_1_FAU.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_51_MO.xml		None	None	None	None	None	No citable units founds
PL13_25_KA.xml		None	None	None	None	None	[['p']]
PL13_32_UN.xml		None	None	None	None	None	[['p']]
PL13_27_UN.xml		None	None	None	None	None	No citable units founds
PL13_37_UN.xml		None	None	None	None	None	[['p']]
PL13_39_EP.xml		None	None	None	None	None	No citable units founds
PL13_49_DE.xml		None	None	None	None	None	[['p']]
PL13_44_EP.xml		None	None	None	None	None	[['p']]
PL13_22_SE.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_11_OP.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_16_AN.xml		None	None	None	None	None	[['p']]
PL13_10_AD.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_38_S..xml		None	None	None	None	None	[['p']]
PL13_31_AP.xml		None	None	None	None	None	[['div']]
PL13_43_UN.xml		None	None	None	None	None	[['p']]
PL13_42_EP.xml		None	None	None	None	None	[['p']]
PL13_4_DIA.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_34_SA.xml		None	None	None	None	None	[['p']]
PL13_48_AD.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_5_SAN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_17_SA.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_36_Q .xml		None	None	None	None	None	[['p']]
PL66 (incomplete)_3_.xml		None	None	None	None	None	No citable units founds
PL66 (incomplete)_7_.xml		None	None	None	None	None	[['div']]
PL66 (incomplete)_4_.xml		None	None	None	None	None	No citable units founds
PL66 (incomplete)_5_.xml		None	None	None	None	None	No citable units founds
PL66 (incomplete)_0_.xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL66 (incomplete)_6_.xml		None	None	None	None	None	No citable units founds
PL66 (inco.xml		None	None	None	None	None	[['div'], [('div', 'p'), ('div', 'div')]]
PL66 (incomplet.xml		None	None	None	None	None	[['div']]
PL74_2_APP.xml		Vitae Patrum sive Historia Eremitica [Continuatio]	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL74_1_LIB.xml		Vitae Patrum sive Historia Eremitica [Continuatio]	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL74_0_VIT.xml		Vitae Patrum sive Historia Eremitica [Continuatio]	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL55_9_APP.xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_1_MON.xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_4_• E.xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_2_a A.xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_0_LIB.xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_7_DE .xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_5_DE .xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_6_DE .xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_3_ADM.xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL55_8_DE .xml		Liber Sacramentorum Romanae Ecclesiae	None	Jacques Paul Migne	Garnier	1886	No citable units founds
PL34_0_S. .xml		De Doctrina Christiana Libri Quatuor. Admonitio	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL34_1_S. .xml		De Doctrina Christiana Libri Quatuor. Admonitio	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL34_2_S. .xml		De Doctrina Christiana Libri Quatuor. Admonitio	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL34_3_S. .xml		De Doctrina Christiana Libri Quatuor. Admonitio	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL58_15_AN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_19_CE.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_7_EPI.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_18_AN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_24_GE.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_11_a .xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_3_EPI.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_9_UNK.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_2_ANN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_5_SS..xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_16_TE.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_13_CO.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_0_EPI.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_17_EP.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_1_DEC.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_4_ANN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_12_C..xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_21_PR.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_25_LI.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_8_UNK.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_22_EP.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_6_ANN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_10_TE.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_23_FE.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_20_EO.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL58_14_SI.xml		Epistolae	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL69_10_II.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_1_VIG.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_9_• M.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_6_ANN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_2_JUS.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_12_IN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_3_° J.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_7_PEL.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_0_VIG.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_5_GIL.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_11_CO.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_8_M. .xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL69_4_ANN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL9_10_SAN.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_12_ADM.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_0_EDIT.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_8_SYLL.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_5_DE T.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_6_SELE.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_11_SAN.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_14_IND.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_4_VITA.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_3_VITA.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_13_.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_9_ADMO.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_1_EPIS.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_2_PRÆF.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL9_7_NOTI.xml		Vita Operaque Ex Ipsius Scriptis [Editor]	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL24_3_IND.xml		Commentariorum In Isaim Prophetam Libri Duodeviginti	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL24_1_S. .xml		Commentariorum In Isaim Prophetam Libri Duodeviginti	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL24_0_S. .xml		Commentariorum In Isaim Prophetam Libri Duodeviginti	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL24_2_APP.xml		Commentariorum In Isaim Prophetam Libri Duodeviginti	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL6_5_CELS.xml		Epistolae Decretaque	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL6_3_§ VI.xml		Epistolae Decretaque	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL6_0_EPIS.xml		Epistolae Decretaque	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL6_2_§ V..xml		Epistolae Decretaque	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL6_4_ANON.xml		Epistolae Decretaque	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL6_1_§ IV.xml		Epistolae Decretaque	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL73_2_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_1_IND.xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_9_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_4_HIS.xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_7_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_5_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_0_VIT.xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_6_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_8_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL73_3_DE .xml		Vitae Patrum Praeludia	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL65_1_APE.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_12_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_5_APP.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_0_FEL.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_24_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_15_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_9_UNK.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_3_ANN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_4_BON.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_8_ANN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_23_EX.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_26_AP.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_16_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_6_A E.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_19_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_17_8..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_22_FI.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_25_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_28_- .xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_10_UN.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_30_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_21_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_2_EOD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_13_14.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_27_LI.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_7_EXE.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_11_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_14_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_20_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_29_AD.xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL65_18_S..xml		Epistolae Et Decreta	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL23_3_IN .xml		None	None	None	None	None	No citable units founds
PL23_17_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_10_S..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_1_VIT.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_27_EX.xml		None	None	None	None	None	No citable units founds
PL23_24_UN.xml		None	None	None	None	None	[['p']]
PL23_6_PRA.xml		None	None	None	None	None	[['p']]
PL23_26_S..xml		None	None	None	None	None	[['div']]
PL23_22_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_13_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_28_UN.xml		None	None	None	None	None	[['div']]
PL23_0_VIT.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_16_UN.xml		None	None	None	None	None	[['p']]
PL23_2_UNK.xml		None	None	None	None	None	[['p']]
PL23_30_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_21_UN.xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL23_29_UN.xml		None	None	None	None	None	[['div']]
PL23_14_S..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_18_IN.xml		None	None	None	None	None	[['p']]
PL23_8_MON.xml		None	None	None	None	None	No citable units founds
PL23_19_S..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_9_SS..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL23_4_UNK.xml		None	None	None	None	None	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL23_7_PRA.xml		None	None	None	None	None	[['p']]
PL23_15_S..xml		None	None	None	None	None	[['div', 'p'], [('div', 'p')]]
PL23_23_II.xml		None	None	None	None	None	No citable units founds
PL23_12_S..xml		None	None	None	None	None	[['div', 'p']]
PL23_20_TH.xml		None	None	None	None	None	[['p']]
PL23_5_PRA.xml		None	None	None	None	None	[['p']]
PL23_25_S..xml		None	None	None	None	None	[['div']]
PL23_11_IN.xml		None	None	None	None	None	No citable units founds
PL38_1_S. .xml		Sermones Ad Populum. Classis I. De Scripturis	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL38_2_S. .xml		Sermones Ad Populum. Classis I. De Scripturis	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL38_0_S. .xml		Sermones Ad Populum. Classis I. De Scripturis	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL83_35_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_45_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_37_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_17_OR.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_7_APP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_4_SAN.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_34_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_32_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_11_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL83_25_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_23_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_38_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_16_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_40_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_9_ORD.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_14_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_21_10.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_5_SAN.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_44_42.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_8_VAR.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL83_6_SAN.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL83_29_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_28_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_31_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_19_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_39_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_27_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_24_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL83_26_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_10_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL83_13_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_15_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_42_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_0_SAN.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL83_12_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL83_20_SA.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_3_SAN.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL83_2_SAN.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL83_41_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_1_115.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_22_13.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'p')]]
PL83_36_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_33_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_30_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_43_AP.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL83_18_EX.xml		Differentiarum Sive De Proprietate Sermonum Libri Duo	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL16_21_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_24_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_13_FR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_15_OR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_2_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_7_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_1_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_26_IN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_22_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_8_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_11_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_4_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_25_EL.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_27_IN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_20_SE.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
